Year,Date,HomeTeam,AwayTeam,HomeTeamCity,AwayTeamCity,HomeTeamOffense,HomeTeamDefense,AwayTeamOffense,AwayTeamDefense,HomeScore,AwayScore,HomeWin,HomeWinProbability,FieldGoalPercentage_Home,FieldGoalPercentage_Away,Attendance
2021,2021-06-08,Team B,Team E,Houston,Chicago,85,77,89,88,60,84,0,0.39999999999999997,0.4283852128280185,0.4726284385602914,13148
2021,2021-07-06,Team G,Team C,New York,Philadelphia,81,79,82,89,60,76,0,0.5499999999999999,0.4846524875944484,0.4540337555242064,11815
2023,2023-04-04,Team J,Team C,Los Angeles,Los Angeles,93,87,79,80,101,60,1,0.9,0.44240174271467153,0.48167676325509196,13294
2023,2023-01-10,Team I,Team D,New York,Toronto,79,86,91,77,83,89,0,0.1,0.45471518425925256,0.5018890100921168,9816
2023,2023-08-22,Team J,Team E,Phoenix,Miami,83,84,76,78,73,61,1,0.9,0.4840232001003953,0.46807945351846064,14487
2020,2020-01-30,Team C,Team A,Los Angeles,Chicago,89,85,92,84,87,85,1,0.44999999999999996,0.4922764336825604,0.4958133955835297,14455
2023,2023-05-03,Team H,Team D,Philadelphia,Boston,83,73,92,86,62,111,0,0.14999999999999997,0.4662167618134705,0.4804518507011323,13010
2023,2023-09-04,Team E,Team D,Miami,Philadelphia,78,84,90,80,60,88,0,0.1,0.4799776107897161,0.4979495127051253,12861
2023,2023-11-11,Team J,Team F,Los Angeles,Miami,86,87,77,79,78,60,1,0.9,0.4295100771598641,0.4349168093382714,14921
2023,2023-04-30,Team C,Team B,Los Angeles,Phoenix,92,79,80,74,115,93,1,0.9,0.5617918670933248,0.534572143016311,14037
2020,2020-06-24,Team I,Team D,Miami,New York,83,71,85,76,75,107,0,0.5,0.4808397202735232,0.460104853621604,8963
2020,2020-12-18,Team E,Team D,Houston,Houston,88,81,93,82,97,85,1,0.35,0.4947512985810777,0.4678100808194729,12120
2023,2023-10-11,Team G,Team D,Miami,Miami,85,87,79,82,61,60,1,0.9,0.48010609925518105,0.5198489390141439,8745
2021,2021-08-19,Team J,Team H,Miami,Los Angeles,89,88,83,75,98,61,1,0.9,0.44003896138288434,0.47562590167512475,9576
2023,2023-08-23,Team J,Team H,Houston,New York,75,81,85,84,60,100,0,0.1,0.5019086711357599,0.44138645914233393,8976
2021,2021-06-10,Team D,Team B,Boston,Phoenix,92,85,93,78,102,78,1,0.5499999999999999,0.48921554333829465,0.47161646787963696,11369
2022,2022-12-13,Team D,Team E,New York,Phoenix,84,78,81,86,71,66,1,0.75,0.4476221997637291,0.4358077173995582,11180
2021,2021-04-01,Team C,Team G,Houston,Phoenix,92,76,82,75,92,78,1,0.9,0.49745608826690024,0.5036475293517416,10487
2021,2021-09-30,Team D,Team C,Los Angeles,New York,88,77,83,70,109,81,1,0.85,0.4611065299140937,0.4825436931041297,9487
2020,2020-10-07,Team D,Team G,Boston,Houston,82,70,87,71,89,122,0,0.35,0.4956896471764105,0.48215896982447265,10664
2020,2020-12-15,Team E,Team D,Houston,Toronto,89,85,77,89,89,68,1,0.9,0.4553044829599184,0.4678843415175876,9668
2021,2021-07-08,Team H,Team I,Chicago,Dallas,82,80,89,88,60,76,0,0.24999999999999994,0.4709234837770102,0.520624698938199,11782
2020,2020-03-09,Team J,Team I,Dallas,Dallas,77,83,94,80,60,97,0,0.1,0.5461400996058406,0.45976001370451874,6380
2021,2021-10-28,Team C,Team D,New York,Chicago,79,79,89,84,60,74,0,0.1,0.45893393999863513,0.5247639765970482,10127
2022,2022-12-10,Team A,Team G,Phoenix,Phoenix,77,80,89,88,60,100,0,0.1,0.4699666438512507,0.5099283096918332,11293
2020,2020-05-04,Team C,Team H,Philadelphia,Boston,82,79,83,86,60,96,0,0.5499999999999999,0.4731596697197152,0.49725746522721004,8583
2023,2023-06-04,Team A,Team D,Los Angeles,Houston,86,83,85,82,79,77,1,0.65,0.4844102631565035,0.4645715096723011,10718
2021,2021-03-11,Team I,Team B,Dallas,Phoenix,82,84,92,79,60,64,0,0.1,0.4169720849589362,0.4871470751767321,12200
2021,2021-03-26,Team G,Team J,Boston,Toronto,91,81,86,71,120,93,1,0.85,0.4681957503921526,0.42503256855978633,6290
2021,2021-10-18,Team J,Team A,Miami,Toronto,77,88,77,80,66,60,1,0.6,0.4828298469268322,0.4563186830600562,10656
2023,2023-11-07,Team G,Team E,Miami,Chicago,83,70,92,79,93,105,0,0.14999999999999997,0.4433143394030348,0.5180937173562612,11754
2022,2022-01-18,Team C,Team D,New York,Los Angeles,88,74,80,84,65,80,0,0.9,0.49093806780274973,0.5197169371486153,7727
2021,2021-02-05,Team B,Team G,Dallas,Miami,91,89,75,84,87,60,1,0.9,0.4814641680917689,0.4722004678154315,10328
2022,2022-01-30,Team B,Team E,Houston,Philadelphia,86,81,90,87,67,82,0,0.39999999999999997,0.45734715571398243,0.4937707816470391,11210
2021,2021-02-24,Team G,Team J,Phoenix,Chicago,89,75,94,89,91,92,0,0.35,0.4603315646602191,0.4687121950849301,10663
2021,2021-09-18,Team G,Team D,Phoenix,Phoenix,77,76,93,82,60,90,0,0.1,0.45400746358732874,0.5040259410097889,11510
2021,2021-01-17,Team G,Team I,Chicago,Houston,78,85,91,85,60,84,0,0.1,0.5009015256047229,0.4972676896301168,11678
2023,2023-09-27,Team E,Team D,Miami,New York,94,84,94,79,78,78,0,0.6,0.4915685589371177,0.4636872640425424,8381
2022,2022-12-20,Team G,Team E,Boston,Toronto,83,84,94,86,73,77,0,0.1,0.45376662364941833,0.47377037027256275,7488
2020,2020-03-21,Team H,Team A,Houston,Phoenix,86,70,89,75,107,104,1,0.44999999999999996,0.4776472370864066,0.4692790390964295,6741
2023,2023-01-02,Team G,Team F,Philadelphia,Los Angeles,92,71,85,82,99,97,1,0.9,0.4819205930732419,0.47489327065097536,15169
2020,2020-10-22,Team F,Team C,Los Angeles,Dallas,86,73,77,73,122,82,1,0.9,0.5214158100015246,0.41818779546971147,9613
2022,2022-07-17,Team F,Team H,Chicago,Phoenix,93,84,75,74,103,60,1,0.9,0.49569572961953523,0.5110679086534633,12119
2020,2020-05-30,Team E,Team A,Boston,Los Angeles,76,80,91,84,60,102,0,0.1,0.5502364863951966,0.4983593838821226,9105
2021,2021-06-13,Team G,Team H,Philadelphia,Houston,94,74,90,70,118,101,1,0.8,0.4940752849301166,0.47848445734474293,8635
2023,2023-05-30,Team B,Team J,Chicago,Chicago,78,79,88,83,60,83,0,0.1,0.45161419979139317,0.4379358275183809,10448
2023,2023-12-24,Team F,Team G,Boston,Dallas,77,74,93,86,60,109,0,0.1,0.4990525309563538,0.4871884778896398,12098
2021,2021-12-20,Team E,Team B,Houston,Los Angeles,75,88,83,76,93,77,1,0.19999999999999996,0.4857954401390959,0.48768402441964953,9897
2022,2022-08-26,Team D,Team C,Phoenix,Dallas,92,84,88,72,97,65,1,0.8,0.4968244450309187,0.5088409004518781,10725
2020,2020-09-07,Team J,Team G,Chicago,Philadelphia,87,72,86,85,68,116,0,0.65,0.4497518560303278,0.5382382391920317,10730
2020,2020-01-10,Team B,Team A,Los Angeles,Dallas,81,73,86,76,72,104,0,0.35,0.4931527138169017,0.49355611835636526,10231
2022,2022-11-08,Team J,Team F,Miami,New York,76,71,90,89,60,84,0,0.1,0.5022179150430586,0.4919015625049977,12485
2023,2023-10-05,Team B,Team J,New York,Houston,80,78,81,89,63,80,0,0.5499999999999999,0.45149218827667914,0.5556252632421136,12587
2022,2022-07-01,Team B,Team G,Boston,New York,93,87,86,80,106,62,1,0.9,0.4636422315841243,0.438628671201345,9880
2020,2020-10-20,Team H,Team D,Miami,Houston,79,86,80,75,75,64,1,0.5499999999999999,0.5078699767204422,0.48191741872211696,7757
2022,2022-05-05,Team G,Team D,Boston,Houston,83,83,83,81,66,66,0,0.6,0.480003622449748,0.4883259471303533,11138
2021,2021-07-06,Team D,Team J,Miami,Chicago,77,88,76,82,60,60,0,0.65,0.4787081667172833,0.46656052533379705,9920
2022,2022-12-21,Team G,Team I,Houston,Chicago,84,70,78,86,60,97,0,0.9,0.4935915768547626,0.4672024941076438,9757
2022,2022-07-30,Team H,Team A,Phoenix,New York,89,79,79,80,80,60,1,0.9,0.5048250826365207,0.4756882992237546,13366
2022,2022-12-19,Team C,Team E,Los Angeles,Boston,78,75,76,87,60,72,0,0.7,0.4496095071184772,0.49353435794282097,9205
2021,2021-06-22,Team J,Team H,Boston,Los Angeles,87,78,89,81,82,79,1,0.5,0.4922468020850793,0.4115917472088192,8726
2021,2021-08-18,Team G,Team F,Los Angeles,New York,88,70,76,89,75,94,0,0.9,0.4741806790634586,0.44879106665073154,12405
2020,2020-09-01,Team C,Team G,Houston,Chicago,88,73,87,87,68,94,0,0.65,0.5042998441638962,0.4603104794166283,11195
2020,2020-12-29,Team C,Team J,Toronto,Philadelphia,82,84,82,75,89,60,1,0.6,0.5292180419707461,0.45805776473718496,10559
2020,2020-12-12,Team B,Team J,Phoenix,New York,86,83,94,72,97,89,1,0.19999999999999996,0.5213881433667837,0.5137166030793291,10817
2020,2020-03-17,Team H,Team I,Los Angeles,Phoenix,75,74,88,87,60,104,0,0.1,0.4873258641313544,0.49943667382291257,10377
2022,2022-03-21,Team H,Team E,Los Angeles,Dallas,90,87,79,85,69,60,1,0.9,0.49439831417456925,0.5315604469129019,7636
2023,2023-02-17,Team A,Team C,Chicago,Dallas,75,72,84,75,71,101,0,0.14999999999999997,0.4827424879143465,0.4842022905015962,11206
2020,2020-03-20,Team G,Team H,Dallas,Boston,76,87,89,75,70,95,0,0.1,0.4707894902983666,0.5477897380224795,9456
2020,2020-05-06,Team G,Team B,Dallas,Chicago,90,81,90,86,91,83,1,0.6,0.4572816354102355,0.48730768996530516,12190
2021,2021-05-23,Team J,Team B,Boston,Toronto,88,75,75,87,91,71,1,0.9,0.4941396251929524,0.4658518300985275,7784
2023,2023-07-06,Team F,Team E,New York,Miami,90,89,92,80,86,65,1,0.5,0.46087306743749273,0.49664934598815336,15175
2023,2023-01-26,Team D,Team F,Phoenix,Miami,75,77,92,77,66,98,0,0.1,0.505455299085492,0.46644645062762724,10486
2023,2023-07-17,Team H,Team D,Boston,Phoenix,93,87,84,89,92,79,1,0.9,0.4745900371348451,0.4787514599290837,14056
2022,2022-05-02,Team H,Team C,Houston,Phoenix,85,71,80,87,83,85,0,0.85,0.4361422536272288,0.4792011630966211,11361
2023,2023-02-07,Team B,Team J,Chicago,Toronto,82,72,80,81,66,84,0,0.7,0.45132163279411486,0.456790492884873,8952
2022,2022-04-08,Team I,Team F,Miami,New York,77,72,75,89,60,76,0,0.7,0.5284038533880727,0.4697581328305454,9659
2023,2023-04-29,Team F,Team E,Phoenix,Boston,84,76,77,73,90,72,1,0.9,0.45390963480969687,0.5401086512919862,12943
2023,2023-07-17,Team D,Team E,Miami,Philadelphia,87,71,92,80,81,107,0,0.35,0.4749213080567863,0.5224584418770828,15222
2021,2021-07-18,Team F,Team G,Toronto,Toronto,84,76,87,85,63,91,0,0.44999999999999996,0.5028071514653747,0.49778085084238677,9923
2021,2021-03-27,Team G,Team B,Miami,Boston,84,81,83,87,60,60,0,0.65,0.45879396916414716,0.5192299525062529,11724
2022,2022-04-12,Team D,Team B,Philadelphia,Dallas,76,80,77,81,75,69,1,0.5499999999999999,0.4262218275980971,0.492608320532422,5527
2020,2020-08-26,Team G,Team D,Toronto,Los Angeles,79,81,87,80,60,72,0,0.19999999999999996,0.5150891374575955,0.4529364145462373,8486
2023,2023-09-26,Team A,Team C,Boston,Phoenix,92,70,78,70,111,88,1,0.9,0.5041699372868351,0.4772630348642614,8682
2021,2021-05-06,Team F,Team C,Houston,Chicago,78,84,87,86,69,64,1,0.14999999999999997,0.4675249281343877,0.4594759641950501,11659
2022,2022-02-11,Team I,Team G,Chicago,Toronto,88,87,93,85,77,72,1,0.35,0.5080421169856791,0.5188518125925935,12570
2023,2023-03-26,Team D,Team B,Houston,Philadelphia,81,79,83,83,60,78,0,0.5,0.44106827566050705,0.4781646899594767,11444
2023,2023-02-30,Team C,Team G,Chicago,Toronto,93,86,82,72,98,60,1,0.9,0.4975051135241558,0.44462222351110553,10208
2020,2020-04-09,Team I,Team J,Houston,Dallas,85,81,75,73,88,79,1,0.9,0.43131348460750274,0.4845709415146659,9834
2021,2021-05-17,Team J,Team C,Los Angeles,Philadelphia,85,86,92,88,60,70,0,0.24999999999999994,0.49946457909695857,0.5026097001575358,10180
2021,2021-12-04,Team F,Team B,Houston,Boston,90,78,93,76,94,103,0,0.44999999999999996,0.4377300484475902,0.5146667892635632,11942
2022,2022-03-12,Team A,Team C,Miami,Toronto,85,78,87,89,64,79,0,0.5,0.4932566168407957,0.5159510365443161,7680
2021,2021-06-07,Team F,Team A,Philadelphia,Dallas,79,75,82,75,82,90,0,0.44999999999999996,0.547160403282623,0.47862910151094845,10622
2023,2023-06-20,Team C,Team I,Boston,Miami,88,88,81,74,107,62,1,0.9,0.5097603511324886,0.49060425068369135,12206
2023,2023-01-29,Team J,Team I,Houston,New York,77,71,94,70,88,112,0,0.1,0.4863249781177404,0.4698398097465819,9556
2023,2023-10-19,Team F,Team J,Los Angeles,Los Angeles,77,84,80,76,75,79,0,0.44999999999999996,0.4824973958130543,0.48494647461597395,11705
2020,2020-04-08,Team C,Team G,Boston,Los Angeles,77,83,92,87,60,101,0,0.1,0.4277838438153526,0.5422127933455738,7663
2022,2022-12-29,Team G,Team H,Los Angeles,Toronto,89,76,86,75,83,80,1,0.75,0.5554904537637801,0.4956392633021413,10363
2023,2023-08-13,Team G,Team H,Houston,Chicago,80,73,87,81,72,96,0,0.24999999999999994,0.48657232380306514,0.45876496772303055,14444
2020,2020-06-10,Team E,Team C,New York,Los Angeles,81,75,92,84,71,105,0,0.1,0.4535836156490137,0.4903183149984675,11453
2021,2021-12-17,Team C,Team H,Houston,Chicago,91,71,86,72,109,102,1,0.85,0.5003732168601318,0.5146186309605625,10535
2023,2023-10-01,Team G,Team B,Toronto,Boston,78,82,89,73,84,79,1,0.1,0.45418384746442353,0.5180931090129912,12720
2023,2023-05-10,Team J,Team G,Miami,New York,81,73,93,83,63,104,0,0.1,0.5169147606991995,0.4886372974971352,13896
2023,2023-02-30,Team G,Team I,Toronto,New York,87,88,84,74,95,60,1,0.75,0.5253161680753837,0.5015761442055016,10229
2022,2022-03-24,Team H,Team C,Miami,Toronto,76,86,79,89,60,60,0,0.44999999999999996,0.4719068305722153,0.49327200564258655,7058
2020,2020-11-22,Team F,Team E,Miami,Miami,89,72,92,76,103,107,0,0.44999999999999996,0.4867007071249757,0.5041714875320898,7686
2023,2023-01-15,Team G,Team F,Miami,Los Angeles,91,84,90,80,106,73,1,0.65,0.4769150278261414,0.5158821287824495,14023
2021,2021-03-20,Team B,Team C,Toronto,Phoenix,77,82,76,82,66,60,1,0.65,0.5227100665464188,0.4972593330990732,6976
2021,2021-01-09,Team H,Team E,Boston,New York,78,80,92,89,60,89,0,0.1,0.4476726788963846,0.5111510511591275,11217
2021,2021-04-05,Team C,Team A,New York,Boston,91,82,85,78,115,77,1,0.9,0.4949436214567721,0.519233793585633,13460
2022,2022-10-10,Team C,Team I,Chicago,Boston,79,76,93,77,73,117,0,0.1,0.43946056959716945,0.5159974226643766,10281
2021,2021-08-04,Team A,Team I,Houston,Phoenix,88,76,85,71,93,84,1,0.75,0.5071788059936922,0.46168287243265566,11224
2021,2021-10-09,Team I,Team B,New York,Boston,78,86,85,73,92,60,1,0.24999999999999994,0.4991084919725148,0.4804223692453075,11981
2020,2020-05-11,Team A,Team H,Philadelphia,Houston,75,85,76,84,60,60,0,0.5499999999999999,0.5395855769822312,0.4116244560070348,12370
2022,2022-01-01,Team I,Team C,Toronto,Miami,94,89,79,72,122,60,1,0.9,0.5356389875151298,0.45931845428606294,10990
2023,2023-07-04,Team J,Team H,Miami,Toronto,92,76,87,82,87,102,0,0.85,0.4615692728891209,0.5236736278529959,15238
2023,2023-05-01,Team G,Team E,New York,Philadelphia,86,71,78,70,84,86,0,0.9,0.4887612519392058,0.4599242521234348,13083
2020,2020-05-18,Team A,Team D,Miami,Chicago,89,88,91,84,71,85,0,0.5,0.5168190764887107,0.4678340498242162,10392
2022,2022-12-17,Team H,Team A,Chicago,Toronto,79,70,93,81,65,130,0,0.1,0.4437422932289855,0.5208465624587212,9683
2020,2020-06-25,Team E,Team H,Miami,Toronto,94,76,82,84,91,106,0,0.9,0.5058262420775852,0.4804792781883946,8391
2020,2020-12-27,Team D,Team H,New York,Philadelphia,88,73,79,87,60,70,0,0.9,0.47537446521014515,0.4972346495585436,10201
2022,2022-11-11,Team E,Team I,Los Angeles,Miami,78,81,76,71,94,67,1,0.7,0.48043085899922633,0.48283602754097305,16253
2022,2022-06-20,Team D,Team A,Boston,Boston,92,86,83,89,88,61,1,0.9,0.45141079813501633,0.4789055120415774,8797
2023,2023-02-24,Team D,Team B,Los Angeles,Miami,79,86,76,80,67,60,1,0.75,0.475597709748176,0.4801236569856736,11359
2022,2022-01-22,Team F,Team C,Miami,Houston,82,81,82,88,60,69,0,0.6,0.4861064161018109,0.49073671448905876,11462
2022,2022-11-03,Team E,Team F,Chicago,Boston,93,72,86,80,80,104,0,0.9,0.4981139593670059,0.5100639214885144,9693
2022,2022-03-27,Team B,Team J,New York,Boston,76,77,83,80,60,82,0,0.24999999999999994,0.5093652945641121,0.45428594102819386,9127
2021,2021-02-24,Team F,Team I,Toronto,Miami,85,74,81,81,101,90,1,0.8,0.5199795671279827,0.5146592896786512,10790
2022,2022-11-22,Team G,Team J,Dallas,Houston,79,80,86,85,60,74,0,0.24999999999999994,0.42943584968992227,0.44682843045388954,12095
2021,2021-11-25,Team I,Team A,Philadelphia,Dallas,82,77,79,89,60,66,0,0.75,0.490702282137733,0.5243043982067007,8973
2022,2022-04-23,Team C,Team G,Los Angeles,Houston,75,82,93,79,62,91,0,0.1,0.4736010258052153,0.5246750640234565,10912
2021,2021-02-12,Team J,Team C,Houston,Houston,77,70,88,79,60,130,0,0.1,0.42185885480733704,0.4482163936456302,10051
2020,2020-02-15,Team I,Team H,Miami,Los Angeles,88,81,91,83,79,94,0,0.44999999999999996,0.501717499491452,0.4710356751093051,5949
2022,2022-11-29,Team D,Team A,Toronto,Dallas,91,88,78,76,104,68,1,0.9,0.47979690538786746,0.4818276493392129,12718
2023,2023-08-24,Team F,Team C,Los Angeles,Chicago,87,88,85,83,90,62,1,0.7,0.46278351121802974,0.5297426692499856,13299
2021,2021-12-12,Team E,Team H,New York,New York,94,88,80,81,81,60,1,0.9,0.49192671262306564,0.5441617520807529,11003
2022,2022-08-11,Team E,Team C,Dallas,Miami,79,72,89,87,63,85,0,0.1,0.44240041423993326,0.48622118666509107,11495
2020,2020-06-13,Team G,Team C,Miami,Boston,83,89,78,79,97,60,1,0.85,0.5067016277004898,0.4712403856145965,10245
2020,2020-09-21,Team I,Team F,Toronto,Boston,82,79,91,74,85,99,0,0.14999999999999997,0.4947849129791682,0.4442242137939665,15036
2021,2021-10-30,Team A,Team H,Houston,Houston,84,82,85,77,65,77,0,0.5499999999999999,0.48159008825182115,0.5054207074158477,12133
2023,2023-09-01,Team H,Team E,Miami,Toronto,94,82,92,82,103,88,1,0.7,0.5603134559918059,0.49748370522788504,15458
2021,2021-04-05,Team C,Team H,Los Angeles,Houston,85,74,78,71,98,74,1,0.9,0.4865894090230291,0.4756266266948321,11484
2021,2021-05-12,Team E,Team J,Houston,Los Angeles,78,85,79,85,60,65,0,0.5499999999999999,0.49696284331716156,0.5237650612932766,13432
2021,2021-08-29,Team B,Team D,New York,New York,94,75,94,70,111,100,1,0.6,0.4551548666312573,0.48244034858725016,12126
2021,2021-02-27,Team A,Team C,Houston,Houston,92,79,86,88,80,100,0,0.9,0.5076564595162725,0.4678404805054912,11993
2023,2023-07-03,Team B,Team I,New York,Houston,75,73,83,74,60,81,0,0.19999999999999996,0.46129286620592885,0.4954723457258899,9306
2023,2023-06-16,Team C,Team E,Dallas,Houston,77,87,78,71,73,60,1,0.5499999999999999,0.5275656688817826,0.5015146240680988,12813
2022,2022-08-04,Team H,Team C,Dallas,Toronto,87,82,92,84,74,81,0,0.35,0.5176964336880063,0.48663093809567215,9468
2021,2021-12-06,Team F,Team E,Dallas,Los Angeles,90,71,75,83,80,66,1,0.9,0.5066656097483041,0.5430910627527128,12117
2021,2021-07-16,Team G,Team F,Phoenix,Boston,94,86,80,76,109,74,1,0.9,0.4893198352928934,0.46152656053636715,7809
2020,2020-07-01,Team A,Team I,Houston,Boston,78,89,91,77,80,67,1,0.1,0.448736661978212,0.49406753746431903,10727
2021,2021-09-07,Team J,Team G,Houston,Houston,81,88,92,70,79,82,0,0.1,0.44755633215970797,0.48496330692561185,6844
2021,2021-10-17,Team I,Team C,Philadelphia,Houston,83,87,94,88,60,72,0,0.1,0.47628076183980805,0.534715812993286,6636
2022,2022-04-28,Team I,Team D,Boston,Dallas,78,89,79,71,100,60,1,0.5499999999999999,0.4761790834929847,0.5050097394614174,10778
2020,2020-09-30,Team E,Team H,New York,Los Angeles,92,84,77,80,94,63,1,0.9,0.5049871389953242,0.4628531440522023,14306
2020,2020-09-10,Team H,Team D,Phoenix,Houston,83,79,77,82,77,67,1,0.9,0.42513355124375324,0.49875127378152656,9442
2023,2023-01-22,Team G,Team J,Philadelphia,Los Angeles,82,74,86,81,67,95,0,0.39999999999999997,0.41660896506183653,0.4225625871038812,12288
2021,2021-05-05,Team B,Team H,Houston,Dallas,75,77,84,83,60,78,0,0.14999999999999997,0.49494938944008715,0.5014952789358403,9756
2021,2021-05-04,Team H,Team B,Chicago,Boston,85,84,79,89,77,60,1,0.9,0.4244732279217831,0.47178264689162647,12709
2021,2021-01-04,Team E,Team I,Miami,Boston,79,70,92,82,72,113,0,0.1,0.4801384072132868,0.4786221465119677,12882
2020,2020-09-25,Team D,Team J,Chicago,Philadelphia,88,83,88,75,82,72,1,0.6,0.5155352072881206,0.49130549614480223,12689
2020,2020-01-26,Team C,Team I,Boston,Houston,83,84,86,81,66,75,0,0.44999999999999996,0.5369768335212295,0.456500189975867,9558
2020,2020-12-07,Team A,Team I,Chicago,New York,90,85,87,89,74,66,1,0.75,0.4977686406275328,0.48104013341109386,11595
2023,2023-03-15,Team G,Team A,Chicago,Miami,75,76,92,79,70,100,0,0.1,0.4557159023804785,0.5468395586784545,13742
2020,2020-02-20,Team J,Team A,Toronto,Dallas,81,79,77,87,60,60,0,0.8,0.451820595305042,0.565412995807085,10307
2021,2021-10-04,Team H,Team F,Phoenix,Miami,84,86,78,80,87,62,1,0.9,0.49209062109293966,0.5212374793181481,12530
2021,2021-04-04,Team J,Team G,Phoenix,Los Angeles,84,85,93,79,76,90,0,0.14999999999999997,0.5392920105156715,0.4652766975706518,7964
2023,2023-03-28,Team H,Team C,Boston,Miami,93,74,81,89,68,81,0,0.9,0.4335328009305442,0.40606148259629765,13345
2022,2022-04-22,Team B,Team J,Philadelphia,Phoenix,81,85,91,79,64,83,0,0.1,0.46919938479544976,0.5189405459335966,10804
2020,2020-10-05,Team G,Team I,Phoenix,Phoenix,76,87,93,79,67,75,0,0.1,0.46570437787580915,0.4697809105437858,8037
2020,2020-03-05,Team G,Team B,Toronto,Toronto,76,81,80,70,74,72,1,0.39999999999999997,0.46406061341407595,0.4806102267833292,13657
2021,2021-04-27,Team C,Team A,Los Angeles,Boston,83,87,84,73,79,60,1,0.5499999999999999,0.4439443151660844,0.47716463005048454,13539
2021,2021-11-21,Team H,Team I,Toronto,Houston,77,78,76,74,78,60,1,0.65,0.5239568030427286,0.5070498861650331,13303
2020,2020-10-08,Team J,Team H,Chicago,Houston,92,80,77,70,117,64,1,0.9,0.5145339391039269,0.48633125391319215,9502
2020,2020-12-28,Team E,Team H,Miami,Boston,82,73,75,87,78,91,0,0.9,0.43071428537946627,0.4972161041466485,9609
2022,2022-01-17,Team G,Team B,Philadelphia,Boston,88,75,92,77,85,93,0,0.39999999999999997,0.49663284057109985,0.4940162192522449,11707
2023,2023-08-10,Team E,Team G,Dallas,Boston,94,72,87,72,107,99,1,0.9,0.5504155225971322,0.47460505242951573,9338
2020,2020-10-24,Team I,Team B,Houston,New York,85,75,78,76,100,72,1,0.9,0.5218512569283406,0.493249712203762,10838
2023,2023-02-25,Team H,Team B,Phoenix,New York,81,70,79,78,60,67,0,0.7,0.5168267510462102,0.5116151891439077,11830
2022,2022-07-28,Team D,Team G,Dallas,Chicago,93,88,81,88,78,60,1,0.9,0.49056508858563463,0.5183084413273416,12053
2023,2023-03-03,Team B,Team G,Los Angeles,Phoenix,75,75,76,70,76,81,0,0.5499999999999999,0.5020605272927466,0.4779691955307473,13466
2023,2023-05-16,Team D,Team C,Dallas,Dallas,80,83,83,70,70,85,0,0.44999999999999996,0.4619700915907505,0.6,12844
2022,2022-02-05,Team B,Team J,Toronto,Miami,87,89,77,79,78,60,1,0.9,0.475207910047157,0.47115367691016213,10641
2020,2020-05-05,Team G,Team B,Phoenix,New York,75,88,86,83,71,81,0,0.1,0.45038987393841745,0.45421150116939785,6603
2020,2020-05-24,Team F,Team B,New York,Houston,93,74,86,89,82,93,0,0.9,0.5112963383477399,0.49005572089957367,8828
2021,2021-07-08,Team B,Team G,Houston,New York,81,82,93,83,63,80,0,0.1,0.4380805210420239,0.5255651266009325,13467
2020,2020-12-24,Team E,Team I,Los Angeles,Philadelphia,85,73,90,75,80,93,0,0.35,0.4972957127076532,0.5194787767353917,10268
2022,2022-02-22,Team G,Team H,Los Angeles,Houston,92,72,77,88,80,90,0,0.9,0.4850074540513613,0.4889705608897422,10513
2023,2023-04-05,Team H,Team A,Dallas,Toronto,93,72,91,86,92,117,0,0.7,0.45406052237917033,0.5075121950718524,11641
2022,2022-03-17,Team I,Team H,New York,Philadelphia,79,85,86,74,64,82,0,0.24999999999999994,0.4626035284697916,0.48022102446436016,11366
2022,2022-05-11,Team G,Team H,New York,Houston,79,75,86,82,61,100,0,0.24999999999999994,0.49777923322992185,0.5047607319893236,10645
2022,2022-02-18,Team H,Team F,New York,Dallas,81,77,83,78,92,89,1,0.5,0.5649667420482807,0.4510260496868636,10685
2022,2022-06-27,Team E,Team J,Los Angeles,Houston,90,78,80,74,111,76,1,0.9,0.45867353742428707,0.47292465873229156,11069
2023,2023-08-24,Team E,Team C,Phoenix,Miami,82,77,90,79,69,86,0,0.19999999999999996,0.43585047514462555,0.47492382650468035,13433
2021,2021-02-13,Team H,Team J,Boston,Phoenix,82,74,93,75,85,112,0,0.1,0.48334702345150155,0.5548894491734128,8049
2023,2023-06-17,Team G,Team D,Chicago,Miami,75,70,86,83,66,101,0,0.1,0.45872892237346385,0.47147451725574563,13407
2022,2022-01-07,Team J,Team H,Phoenix,Houston,83,86,77,70,101,60,1,0.9,0.4579332893770947,0.4890270686995695,12791
2020,2020-07-05,Team A,Team B,Toronto,Houston,86,82,93,79,100,104,0,0.24999999999999994,0.5013098931757741,0.5166377633791633,9359
2021,2021-03-04,Team A,Team F,Phoenix,Chicago,84,73,82,73,85,100,0,0.7,0.5015068369106286,0.45133633311380833,13445
2022,2022-04-10,Team D,Team F,Chicago,Phoenix,90,84,77,76,95,65,1,0.9,0.49589099946284204,0.4822811085532864,11676
2023,2023-06-03,Team F,Team G,Philadelphia,Philadelphia,77,74,82,88,60,93,0,0.35,0.5256987716779539,0.4581539168099054,12469
2021,2021-05-13,Team E,Team A,New York,Los Angeles,85,86,76,83,68,60,1,0.9,0.48990413440439784,0.5071851005537795,8418
2021,2021-01-30,Team J,Team F,Dallas,Los Angeles,76,80,76,78,77,66,1,0.6,0.5031933017176178,0.5185207778419909,12013
2021,2021-05-15,Team F,Team A,Miami,Phoenix,85,76,76,82,66,82,0,0.9,0.46879096168025264,0.4841284762308111,9129
